Product_name,Brand,Rating,No_Rating,key_benefits_list
Dr. Reckeweg Bio-Combination 17 (BC 17) Tablet,Dr Reckeweg & Co,4.3,138 Ratings,"['Calcarea phosphorica', 'Ferrum phosphoricum', 'Kalium phosphoricum', 'Kalium muriaticum', 'Dr. Reckeweg Bio-Combination 17 (BC 17) Tablet is beneficial for supporting healthy digestive functions and relieves constipation', 'It aids in the treatment of haemorrhoids, which can occur as a result of prolonged sitting, constipation, and obesity', 'It also helps in the treatment of bleeding piles and aids in reducing pain, inflammation, irritation and backache', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children']"
SBL Pulsatilla Nigricans Dilution 30 CH,SBL Pvt Ltd,4.6,506 Ratings,"['Helpful in treating dry cough with a painful throat', 'Treats chronic otitis media (pain in ears)', 'Helpful in treating joint pains and sciatica pain', 'Effective in treating varicose veins problem', 'Effective in treating mumps', 'Recommended for easing\xa0the symptoms of chickenpox', 'Provides relief from headache', 'Treats food poisoning and provides relief from symptoms caused by indigestion', 'Read the label carefully', 'Self-medication is not advised', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Avoid strong smell in the mouth before taking this medicine']"
Dynamic Homeopathy Dynamic 48 Dibodyn Dilution,Dynamic Agencies,4.6,506 Ratings,"['Syzygium Jambolanum', 'Acidum Phosphoricum', 'Cephalandra Indica', 'Abroma Augusta', 'Helonias Dioica', 'Gymnema Sylvestre', 'Black plum helps manage the symptoms of diabetes, like thirst, weakness, and excessive urination', 'Acidum Phosphoricum effectively deals with the physical and mental weakness, and exhaustion caused due to loss of vital fluids', 'It helps regulate blood glucose, high cholesterol, body weight, and beta-cells of pancreatic islets of Langerhans', 'It eliminates toxins and relieves kidney ailments as well', 'Abroma helps relieve abdominal cramps and pain in the pelvic region', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
Boericke and Tafel Anti-Dandruff Shampoo,Dr Willmar Schwabe India Pvt Ltd,4.2,219 Ratings,"['Lavendula', 'Saponaria', 'Urtica dioica', 'The shampoo cleanses the scalp of dandruff and other impurities', 'It may promote hair growth and make the hair healthier', 'It provides nourishment and protection to the hair', 'It helps alleviate dandruff, seborrhoeic dermatitis, and other fungal infections', 'Apply the shampoo on the scalp', 'Rub gently to produce foam', 'Let the foam remain for 2 minutes and then wash', 'For external use only', 'Avoid contact with eyes', 'Read the label carefully before use', 'Store in a cool and dry place']"
SBL Histaminum Dilution 200 CH,SBL Pvt Ltd,4.5,453 Ratings,"['Histamine Hydrochloride', 'Effective for itching, skin rashes, redness, swelling', 'Treat problems related to bronchial agitation', 'Alleviate swelling, chronic urticaria, chronic hives', 'Provides relief in gastric pain', 'Gives relief from breathing problem, bronchial asthma, nasal congestion, hay fever and eczema', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool, dry and dark place', 'Protect from direct sunlight']"
SBL Thuja Occidentalis Mother Tincture Q,SBL Pvt Ltd,4.5,165 Ratings,"['Thuja Occidentalis', 'It is primarily used to relieve pains associated with arthritis and rheumatism', 'It can be used to correct psychological disorders such as depression and anxiety', 'Helpful in treating skin disorder such as formation of warts and swelling', 'Treats side effects of vaccination in children', 'Effective remedy for the treatment of painful headache which leads to insomnia', 'Relieves conditions of warts and ulcers on the mouth and around lips', 'Cures conditions associated with eczema and provides relief from itchy skin', 'It can be effectively used to treat gastric disorders such as indigestion', 'Highly useful in the treatment of bloating and flatulence', 'It can also be used as a laxative and treats constipation', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
Bjain Guatteria Gaumeri Drop,Bjain Pharmaceuticals Pvt Ltd,4.6,213 Ratings,"['Guatteria Gaumeri', 'It helps reduce bad cholesterol in the body', 'Reduces lipid and fat content in the blood', 'Beneficial for dealing with anorexia and abdominal distention', '10-15 drops in 1/4th cup of water, three times a day or as directed by a healthcare practitioner', 'To be taken 10 minutes before or after meals', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool, dry place away from direct sunlight', 'Keep out of reach of children', 'Hyperlipidemia indicates too many lipids or fats in your blood, such as cholesterol and triglycerides', 'Hypercholesterolemia indicates too much non-HDL and LDL (bad) cholesterol in your blood']"
Dr. Reckeweg Damiana Mother Tincture Q,Dr Reckeweg & Co,4.5,129 Ratings,"['Damiana mother tincture Q is primarily used for the management of sexual health in men', 'It helps manage back injury caused to due falls or any other physical accident', 'It helps in managing painful migraines, injuries and prostatic affection', 'It is helpful in the management of constipation and can be used as a laxative in gastric complaints', 'Regular consumption helps in reducing inflammation of mucous membranes', 'It maintains reproductive health by increasing the oxygen supply and relieves stress and nervousness before intercourse', 'Damiana mother tincture Q enhances energy levels and libido in both males and females', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', 'Don’t exceed the recommended dosage', 'Use under medical supervision', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Avoid eating tobacco or drinking alcohol during the course']"
Dr. Reckeweg Bryonia Alba Dilution 30 CH,Dr Reckeweg & Co,4.6,316 Ratings,"['It is primarily used for the treatment of influenza, coryza, arthritis and rheumatism', 'It relieves symptoms of flu such as constant sneezing and cold', 'It is used to soothe sore throat and treating excessive cough', 'It is also helpful in the treatment of joint and muscle pains associated with rheumatism and arthritis', 'Helpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing', 'Its uses also include treatment of gastro-intestinal infection and dysentery and it also helps correct feelings of fullness and nausea', 'It is also helpful in treating severe headache associated with constipation', 'It effectively improves digestion and assists in better defecation', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
SBL Silicea Biochemic Tablet 6X,SBL Pvt Ltd,4.5,276 Ratings,"['Silicon dioxide', 'Ethanol', 'Water', 'Cures imperfect assimilation', 'Treats defective nutrition', 'Treats diseases of bones', 'Helps in reducing headaches and spasms', 'Remedy for epileptic attacks', 'Useful in tonsils', 'Heals problem of the rectum like irritability, difficulty in passing stool', 'Provides relief from sharp pain in the back', 'Cures dryness, itching, cracks and swelling of the skin', 'Read the label carefully', 'Self medication is not advised', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Avoid any kind of strong smell in the mouth while taking the dose']"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.5,276 Ratings,"['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja', 'Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\xa0 system and swollen glands', 'It is safe, scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
Dr. Reckeweg Caladium Seg Dilution 30 CH,Dr Reckeweg & Co,4.1,204 Ratings,"['Primarily used for the treatment of sexual and lung disorders in men', 'Effectively cures painful headache and treats conditions related to sexual exhaustion in men', 'It can be used to relieve stomach pain and crams along with nausea and indigestion', 'Reduces swelling of the glands and provides relief from itching of the genitals', 'Highly effective in treating erectile dysfunction and increases libido', 'Relieves itching of the vulva and vagina along with pain in the uterus in pregnant women', 'Relieves oppression and congestion in the chest and treats breathing disorders', 'It is also indicated in reducing heavy sweating and perspiration', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Keep out of reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
Dr Willmar Schwabe India Sabal Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,4.4,187 Ratings,"['Used for urinary disturbances due to prostatic enlargement (BPH) and urinary tract infections', 'Indicated for enlargement of the prostate gland with a constant urge to urinate, more marked at night', 'Sabal Pentarkan drop has a positive effect on difficult urination, cystitis, epididymitis and paresis of sphincter vesicae', 'Tends to calm bladder irritability when there is an intolerable constant urge to urinate', 'Sabal Pentarkan drops are effective against recurrent infections, inflammations and conditions associated with chronic prostatitis and chronic urinary tract infections', 'Adults: For acute complaints, 10-20 drops should be taken at hourly intervals until an improvement occurs, up to a maximum of 12 times a day', 'For subsequent treatment, 10-20 drops should be taken 3 times a day', 'Children: Half of the adults’ dose', 'Read the label carefully before use', 'Do not self-medicate. Please consult your physician', 'Do not exceed the recommended dosage', 'Do not use this product in patients known to be hyper-sensitive to Echinacea or to other Compositae flowers']"
Dr. Reckeweg China Dilution 30 CH,Dr Reckeweg & Co,4.6,284 Ratings,"['Highly potent remedy for the treatment of stomach disorders including nausea and vomiting', 'Relieves pain in the lower abdomen and treats conditions associated with flatulence', 'Beneficial remedy to treat inflammation of liver and can be used to cure jaundice', 'Cinchona is a powerful remedy to relieve pain in liver associated with gallstones', 'Corrects digestive disorders including conditions of diarrhoea with bodily weakness', 'It can be used to correct disorders of the menses such as premature menses', 'Provides relief from pain in the pelvis during menses and increases sexual desire', 'Excellent remedy for curing symptoms of hay fever with profuse sweating', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
Dynamic Homeopathy Dynamic 28 K'DY Stone Dilution,Dynamic Agencies,4.6,284 Ratings,"['Berberis Vulgaris', 'Hydrangea Arborescens', 'It provides relief from renal stones', 'It helps to remove and prevent the recurring formation of kidney stones', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
SBL Agnus Castus Mother Tincture Q,SBL Pvt Ltd,4.2,129 Ratings,"['Its primary use includes treatment of psychological disorder such as depression and anxiety', 'Restores energy levels in the body', 'Extremely beneficial in treating sexual disorder in males such as premature ejaculation and erectile dysfunction', 'Enhances sex drive and improves libido', 'It is also prescribed for the treatment of issues in menstrual cycles and promotes production on breast milk', 'A potent remedy for the treatment of arthritic and rheumatic pains', ""Its homeopathic composition makes it safe to use and it doesn't trigger any side effects"", 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
SBL Aesculus Ointment,SBL Pvt Ltd,4.5,155 Ratings,"['Aesculuship pocastanum Q (White petrolatum, paraffin and lanolin)', 'Treats fissures, haemorrhoids, piles', 'Useful for enlarged and engorged blood vessels, in and around rectum (anus), cause intense pain with bleeding and itching', 'Provides relief from chronic constipation associated with haemorrhoids', 'Helps in regular movement to the bowels', 'Reduces engorgement and turgidity of the veins and venous capillaries, by relieving hepatic congestion and portal pressure', 'Treat hepatic disorders associated with venous congestion, piles and any other anorectal diseases', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
Dr Willmar Schwabe India Ruck-Pain,Dr Willmar Schwabe India Pvt Ltd,4.6,19 Ratings,"['Acetanilidum 2X 10%', 'Arnica montana 3X 10%', 'Causticum 3X 10%', 'Eschscholtzia californica 2X 10%', 'Hypericum perforatum 3X 10%', 'Lachnanthes tinctoria 5X 10%', 'Rhus toxicodendron 3X 10%', 'Ruta graveolens 3X 10%', 'Symphytum officinale 6X 10%', 'Excipients Q.S.', 'Alcohol content 67%', 'It can help in managing cervical spondylitis, lumber spondylitis and spondyloarthritis', 'It may aid in managing ankylosing spondylitis and spondylosis', 'It can help in managing sciatica', 'It may relieve general lower back pain or lumbago and stiff neck', 'The remedy may help in managing rheumatism of muscular and tendinous tissue', 'It may reduce pulling and drawing pains in the shoulder blades', 'The remedy may relieve pain in the backdown, hips and thighs and pain in the back from a fall', 'Unless otherwise prescribed by the physician, in acute episodes of pains (as SOS), 10-20 drops every hour should be gradually reduced to 10-20 drops 2-3 times a day', 'In chronic cases, the therapy should be continued for a prolonged period of time', 'If complaints are not relieved, consult a specialist', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', 'The product contains alcohol', 'In the case of children, pregnant and lactating ladies and with certain serious liver and alcohol problems, consult a specialist']"
Bjain Avena Sativa Mother Tincture Q,Bjain Pharmaceuticals Pvt Ltd,4.4,52 Ratings,"['Avena Sativa', 'Has a soothing and calming effect on the nervous system', 'Effective remedy for anxiety and stress', 'It is useful in curing ill effects of alcoholism such as sleeplessness and tremor', 'It helps treat nervous exhaustion, insomnia, and weakness of the nerves', 'Also has aphrodisiac properties and helps in the treatment of sexual debility', 'A dietary nutritional supplement not for medicinal use', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store at a cool and dry place', 'Should be protected from direct sunlight']"
SBL Hypericum Perforatum Dilution 200 CH,SBL Pvt Ltd,4.6,332 Ratings,"['Extracts of whole blooming hypericum plant.', 'Treats hyperhydrosis', 'Reduces nervousness', 'Heals nerve Injuries and crushed injuries', 'Relieves headache', 'Eases pain in joints', 'Read the label carefully', 'Self-medication is not advised', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
SBL Allium Sativum Mother Tincture Q,SBL Pvt Ltd,4.7,165 Ratings,"['Garlic', 'Alcohol', 'Relieves from abdominal pain and constipation', 'Helps against overeating and salt restriction', 'Helps in reducing mucus formation and acidity', 'Improves water consumption in people with good appetite', 'Provides effective treatment against pulmonary tuberculosis and hip pain', 'Relieves heaviness in the head', 'Relieves cough, chest pain and cold air sensitiveness', 'Useful in treating pain and swelling of breasts in the women', 'Treats eruption near genitals during menses', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Use under medical supervision', 'Keep out of the reach of children', 'Store in a cool and dry place']"
SBL Allium Cepa Dilution 30 CH,SBL Pvt Ltd,4.5,359 Ratings,"['Provides effective relief from cold, catarrh and cough', 'Helps in treating eye infections', 'Useful in treating hay fever', 'Useful in treating earaches', 'Helps relieve shooting sensations in the eustachian tube', 'Helps relieving neuralgic pains', 'Helpful in chronic traumatic neuritis', 'Indicated for burning pain in nose, skin, throat, and bladder', 'Treats weakness in both bladder and urethra', 'Reduces increased urine secretion', 'Read the label carefully beofore use', 'Self-medication is not advised', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool and dry place']"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.5,359 Ratings,"['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja', 'Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\xa0 system and swollen glands', 'It is safe, scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,4.3,61 Ratings,"['Syzigium jambolanum', 'Gymnema sylvestre', 'Abroma augista', 'Cephalandra indica', 'Acidum phos', 'The syrup helps to lower blood sugar levels', 'It helps to overcome debility', 'The formulation helps urinary complications', 'It relieves thirst', 'It helps in the restoration of pancreatic cells', 'Use as directed on the label or by the physician', 'Keep out of reach of children', 'Store in a cool and dry place', 'Self-medication is not advisable', 'Do not exceed the recommended dosage', 'Read the label before use']"
Dr Willmar Schwabe India Munostim Globules,Dr Willmar Schwabe India Pvt Ltd,4.5,173 Ratings,"['Echinacea angustifolia', 'Thuja occidentalis', 'Propolis', 'Eleutherococcus', 'It increases resistance against invasion by pathogens', 'It regulates vital functions of the body', 'It has antibacterial properties', '5 globules 3 times a day', 'Or as advised by your healthcare practitioner', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', 'Do not exceed the recommended dose']"
Medisynth Alfamalt Forte Malt,Medisynth Chemicals Pvt Ltd,4.4,153 Ratings,"['Alfalfa', 'Avenasativa', 'Cinchona officinalis', 'Hydrasticcanadensis', 'Witania somnifera', 'Acidum phosphoricum', 'Ferrum phosphoricum', 'Kali phosphoricum', 'Natrum phosphoricum', 'Calcarea phosphorica', 'Magnesium phosphoricum', 'The syrup stimulates the physical and mental functions of the body', 'It helps to prevent nervous exhaustion, irritability, and malnutrition', 'It improves appetite, digestion, and flatulence', 'It helps in gaining body weight', 'It boosts immunity', 'Use as directed on the label or by the physician', 'Keep out of reach of children', 'Store in a cool and dry place', 'Self-medication is not advisable', 'Do not exceed the recommended dosage', 'Read the label before use']"
Dynamic Homeopathy Dynamic 24 BPDYN Dilution,Dynamic Agencies,4.4,153 Ratings,"['Rauvolfia Serpentina', 'Glonoinum', 'Passiflora Incarnata', 'Terminalia Arjuna', 'Cactus Grandiflorus', 'Crategus Oxyacantha', 'Glonoinum helps surge blood to the head and the heart', 'It helps you in relieving anxiety and stress', 'Arjuna helps treat conditions where the blood supply to the heart is inaccurate', 'It acts on the muscular fibres of the heart and manages congestive headaches, constriction in the chest, acute stabbing pains in the heart and weak heart', 'It is highly effective for the treatment or prevention of cardiovascular conditions', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as directed by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
Dr. Reckeweg Wiesbaden Dilution 30 CH,Dr Reckeweg & Co,4.2,227 Ratings,"['Wiesbaden Dilution', 'Effective for treatment of hair problem', 'Prevents hair fall', 'Promote hair growth', 'Strengthens hair root', 'Increases hair density, add bounce and volume to hair', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
SBL Acid Chryso Ointment,SBL Pvt Ltd,4.3,131 Ratings,"['Acid chryso (White petrolatum, paraffin and lanolin)', 'Provides relief in psoriasis with pimply, dry, rough, scaly skin', 'Treat eruptions on scalp, extending to face and neck', 'Provides relief from psoriasis when the crusts are sticky and thick', 'Treat patients suffering from psoriasis on palms, soles, trunks and extremities with circular patches, circular spots with scaly edges', 'Cure patients with thick, dry and unhealthy skin with psoriasis, herpes and acne rosacea', 'Useful in treating dry eczema, psoriasis vulgaris and eruptions', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
SBL Histaminum Dilution 30 CH,SBL Pvt Ltd,4.5,454 Ratings,"['Histamine Hydrochloride', 'Effective for itching, skin rashes, redness, swelling', 'Treat problems related to bronchial agitation', 'Alleviate swelling, chronic urticaria, chronic hives', 'Provides relief in gastric pain', 'Gives relief from breathing problem, bronchial asthma, nasal congestion, hay fever and eczema', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool, dry and dark place', 'Protect from direct sunlight']"
Bjain Omeo Mouth Ulcer Tablet,Bjain Pharmaceuticals Pvt Ltd,4.4,49 Ratings,[]
ADEL 21 Proscenat Drop,Adel Pekana Germany,4.6,103 Ratings,"['Acidum sulfuricum', 'Conium', 'Staphysagria', 'Cantharis', 'Selenium', 'Nasturtium aquaticum', 'Ononis spinosa', 'Promotes normal prostate maintenance and function', 'Aids in combating symptoms of an enlarged or inflamed prostate', 'The formulation helps to manage hair loss and balances hormone levels', 'Aids to shrink the inner lining of the prostate which may then relieve pressure on tubes that carry urine', 'It is best avoided in pregnancy, lactation and children', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', ""Don't exceed the recommended dosage"", 'Use under medical supervision', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Avoid eating tobacco or drinking alcohol during the course']"
Bakson's Rheum Aid Tablet,Bakson's Homeopathy,4.6,142 Ratings,"['Calcarea phos', 'Ferrum phos', 'Kali. phos', 'Natrum phos', 'Magnesium phos', 'Berberis vulg', 'Causticum', 'Rhododendron chrys', 'Rhus tox', ""Bakson's Rheum Aid Tablets are effective against joint pains, muscular weakness, and fatigue. Tones up the musculoskeletal system"", 'Considered one of the best tablets for joint pain, Rheum aid tablets are used to tone up the musculoskeletal system', 'These bone health tablets accelerate the healing process of a fracture or any other bones related injury', 'Provides strength to arteries and deals with lack of blood corpuscles as in anaemia', 'Also used to relieve cramps in the thighs, calves, and soles', 'Helps in relieving symptoms of depression, and anxiety and in mitigating painful migraine and headache', 'Its homoeopathic composition makes it safe to use and it doesn’t trigger any side effects', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Store in a cool, dry place away from direct sunlight']"
SBL AF-Tabs Tablet,SBL Pvt Ltd,4.7,182 Ratings,"['Gelsemium sempervirens', 'Eupatorium perfoliatum', 'Bellis perennis', 'Bryonia alba', 'It helps to relieve harsh and dry cough with pain in the chest', 'It improves convulsive cough, catarrh and hoarseness in the throat', 'It is helpful for spasmodic cough and viscous mucus', 'It reduce the hot, burning, and swelling pain in the throat that can progress to diphtheria', 'Store in a cool and dry place', 'Keep away from direct sunlight']"
Dynamic Homeopathy Dynamic 52 Entrodyn Dilution,Dynamic Agencies,4.7,182 Ratings,"['Nux Vomica', 'Holarrhena Antidysentrica (Kurchi)', 'Embelia Ribes', 'Aegle Marmelos', 'Atista Indica', 'Ferrum Phosphoricum', 'Kali Muriaticum', 'Kali Phosphoricum', 'Calcarea Phosphoricum', 'Kali Sulphuricum', 'Natrum Sulphuricum', 'It is a homoeopathic remedy that helps increase vitality and stamina', 'It improves lubrication and mobility', 'It helps in blood circulation and promotes better performance', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
SBL Drops No. 8 ( For Allergic Rhinitis),SBL Pvt Ltd,4.3,241 Ratings,"['Allium Cepa', 'Euphrasia officinalis', 'Sabadilla', 'Solidago Vir', 'Allium Cepa can help reduce profuse watery, acrid nasal discharge with sneezing', 'Euphrasia officinalis may aid in minimising obstruction of the nose at night and coryza with the abundant secretion of mucus and tears in eyes', 'Sabadilla helps alleviate continuous sneezing, watery coryza, red eyelids, and burning sensations', 'Solidago Vir might help ease sneezing with water, burning and stinging pain in the eyes', 'Adult: 10 drops', 'Children: 5 drops', 'In 1/4th cup of water 4 times a day or as directed by the physician', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool dry place away from direct sunlight', 'Keep out of reach of children', 'Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc. while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Dr. Reckeweg R70 Neuralgia Drop,Dr Reckeweg & Co,4.5,120 Ratings,"['Cedron', 'Colocynthis', 'Kalmia', 'Verbascum', 'Cedron can be helpful for periodical attacks of pain, often left-sided and supra-orbital', 'Colocynthis may aid in minimising cramping and tearing pains frequently experienced below the orbit radiating to the eye', 'Kalmia might assist in alleviating sudden sharp pains and burning sensations in the supraorbital region', 'Verbascum can be beneficial for infra- and supra-orbital neuralgia and burning pain due to exposure to dry cold weather', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool dry place away from direct sunlight', 'Keep out of reach of children', 'Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc. while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
SBL Mercurius Solubilis Dilution 30 CH,SBL Pvt Ltd,4.6,346 Ratings,"['Reduces the sweating or nose bleeding during the day and night and the heat of bed in cold and damp weather', 'Removes the bad breath and discharging and foul smell', 'It helps to manage the loss of hair and oily sweat on the head', 'Reduces the inflammation and stinging burning on the scalp', 'Helps with the vertigo and headaches', 'It relieves the burning and corrosive discharges in the eyes', 'Good remedy for nose bleeds, foul smelling and bloody discharges, swelling and destruction of nasal bones, sneezing when goes out in sunshine', 'Reduces and calms the boils in external canal', 'Reduces the sensitivity in stomach with touch and leaving you with the feeling of continuous hunger', 'Helps in handling the trembling of hands and paralysis or the bone pains in limbs at night', 'Keep out of the reach of children', 'Use under medical supervision', 'Read the label carefully before use', 'Avoid eating tobacco or drinking alcohol during the course', 'Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Bhargava Garcinia Cambogia Drop,Bhargava Phytolab,4.1,84 Ratings,"['The formula can help maintain a healthy weight', 'It may aid in regulating blood sugar and cholesterol levels', 'It might reduce pain in the bones and joints', 'It can help protect the liver and heart', 'It may improve respiratory and kidney health', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool dry place away from direct sunlight', 'Keep out of reach of children']"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.1,84 Ratings,"['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja', 'Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\xa0 system and swollen glands', 'It is safe, scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
SBL Drops No. 5 (For Cervical Pain),SBL Pvt Ltd,4.5,189 Ratings,[]
SBL Blatta Orientalis Mother Tincture Q,SBL Pvt Ltd,4.5,153 Ratings,"['Triturated live insects', 'Sugar of milk', 'Helps in reducing breathing difficulties', 'Effective in treating severe cough and lung infection', 'Effective in malarial cases', 'Useful in treatment of bronchitis and tuberculosis', 'It is a recommended remedy for asthma', 'Helps in reducing discharge of thick mucus', 'Read the label carefully before use', 'Self medication is not advised', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool and dry place']"
Dr. Reckeweg Chelidonium Maj Mother Tincture Q,Dr Reckeweg & Co,4.7,145 Ratings,"['It can help in relieving pain and inflammation in the eyes', 'The solution can aid in relieving nausea, vomiting and whooping cough', 'It can be useful in managing the enlargement of the liver and the formation of stones in the gallbladder', 'It can aid in increasing the production of bile and digestive enzymes to promote better digestion', 'The drop can help relieve stomach ulcers and irritable bowel syndrome', 'Provides effective relief from gastric problems', 'Acts as a sedative and effectively corrects anxiety and sleeping deprivation', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', 'Don’t exceed the recommended dosage', 'Use under medical supervision', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Avoid eating tobacco or drinking alcohol during the course']"
